,Title,Year,Rated,Released,Primary_Genre,Genre,Runtime,Director,Writer,Actors,Plot,Language,Country,Awards,BoxOffice,Metascore,imdbRating,imdbVotes,Type,popularity,vote_average,vote_count,trakt_vote_average,trakt_vote_count,Actor1,Actor2,Actor3,RottenTomatoesRating,MetacriticRating,Oscar Wins,Oscar Nominations,BAFTA Wins,Primetime Emmy Wins,Overall Wins,Overall Nominations
6763,Dave,1993,PG-13,07 May 1993,Comedy,"Comedy, Romance",110.0,Ivan Reitman,Gary Ross,"Kevin Kline, Sigourney Weaver, Frank Langella",An uncanny Presidential lookalike named Dave is recruited by the Secret Service to become a momentary stand-in for the President of the United States.,"English, Spanish",United States,Nominated for 1 Oscar. 2 wins & 6 nominations total,63270710.0,76.0,6.9,58017,movie,14.623,6.7,743,7.11918,1267.0,Kevin Kline, Sigourney Weaver, Frank Langella,95%,76/100,0,0,0,0,0,0
6764,The Perfect Score,2004,PG-13,30 Jan 2004,Comedy,"Comedy, Crime, Drama",93.0,Brian Robbins,"Marc Hyman, Jon Zack, Mark Schwahn","Scarlett Johansson, Erika Christensen, Chris Evans",Six high school seniors decide to break into the Princeton Testing Center so they can steal the answers to their upcoming SAT tests and all get perfect scores.,English,"United States, Germany",1 nomination,10391003.0,35.0,5.7,26497,movie,14.622,5.8,461,6.16839,677.0,Scarlett Johansson, Erika Christensen, Chris Evans,15%,35/100,0,0,0,0,0,0
6765,The Nude Vampire,1970,NOT RATED,20 May 1970,Horror,Horror,88.0,Jean Rollin,"Jean Rollin, Serge Moati","Caroline Cartier, Olivier Rollin, Maurice Lemaître","A young man falls in love with a beautiful woman being chased by sinister masked figures at night. He tries to track her down, and learns she's being held captive by his father and colleagues who believe she's a vampire.",French,France,None,0.0,,5.4,1863,movie,14.62,4.8,52,5.59375,64.0,Caroline Cartier, Olivier Rollin, Maurice Lemaître,,,0,0,0,0,0,0
6766,Dream Lover,1993,R,06 May 1994,Drama,"Drama, Mystery, Thriller",103.0,Nicholas Kazan,Nicholas Kazan,"James Spader, Mädchen Amick, Fredric Lehne",A successful architect suspects his second wife is not who she claims to be.,"English, German, Japanese",United States,1 nomination,256264.0,62.0,6.2,6384,movie,14.62,5.9,81,6.272,125.0,James Spader, Mädchen Amick, Fredric Lehne,57%,62/100,0,0,0,0,0,0
6767,All the Right Moves,1983,R,21 Oct 1983,Drama,"Drama, Romance, Sport",91.0,Michael Chapman,"Michael Kane, Pat Jordan","Tom Cruise, Lea Thompson, Craig T. Nelson",An ambitious young football star is trapped in a dying mill town--unless his gridiron skills can win him a way out.,English,United States,None,17233166.0,62.0,6.0,20799,movie,14.62,5.8,260,6.22222,414.0,Tom Cruise, Lea Thompson, Craig T. Nelson,61%,62/100,0,0,0,0,0,0
6768,On Your Wedding Day,2018,PG-13,22 Aug 2018,Comedy,"Comedy, Romance",110.0,Lee Seok-geun,Lee Seok-geun,"Park Bo-young, Kim Young-kwang, Jeon Bae-soo",The story of the man who receives a wedding invitation from his first love that he met in high school.,Korean,South Korea,4 wins & 6 nominations,0.0,,7.0,3905,movie,14.619,7.5,169,7.47887,213.0,Park Bo-young, Kim Young-kwang, Jeon Bae-soo,,,0,0,0,0,4,6
6769,Batman: Gotham Knight,2008,PG-13,08 Jul 2008,Animation,"Animation, Action, Crime, Sci-Fi, Thriller",75.0,"Yasuhiro Aoki, Futoshi Higashide, Toshiyuki Kubooka, Hiroshi Morioka, Jong-Sik Nam, Shôjirô Nishimi, Yûichirô Hayashi(co-director)","Bob Kane (creator: Batman), Jordan Goldberg (story), Josh Olson (screenplay), Jordan Goldberg (story), Greg Rucka (screenplay), Jordan Goldberg (story), Jordan Goldberg (screenplay), Jordan Goldberg (story), David S. Goyer (screenplay), Jordan Goldberg (story), Brian Azzarello (screenplay), Jordan Goldberg (story), Alan Burnett (screenplay)","Kevin Conroy, Jason Marsden, Scott Menville, George Newbern",A collection of key events mark Bruce Wayne's life as he journeys from beginner to Dark Knight.,"English, Japanese, Spanish, Portuguese, Thai","USA, Japan, South Korea",1 win & 2 nominations.,0.0,,6.7,26890,movie,14.619,6.7,685,6.90614,1662.0,Kevin Conroy, Jason Marsden, Scott Menville,75%,,0,0,0,0,1,2
6770,Tooth Fairy 2,2012,PG,06 Mar 2012,Comedy,"Comedy, Family",90.0,Alex Zamm,"Jim Piddock (based on characters created by), Ben Zazove","Larry the Cable Guy, David Mackey, Erin Beute, John Connon","When dreamer Larry Guthrie (Larry the Cable Guy) loses his first love to the town hot shot, he decides to win her back by volunteering to help the local children at her after school program...",English,USA,None,0.0,,3.7,2788,movie,14.615,4.917,156,5.4417,283.0,Larry the Cable Guy, David Mackey, Erin Beute,,,0,0,0,0,0,0
6771,Beverly Hills Ninja,1997,PG-13,17 Jan 1997,Action,"Action, Comedy",88.0,Dennis Dugan,"Mark Feldberg, Mitchell Klebanoff","Chris Farley, Nicollette Sheridan, Robin Shou",A man tries to rescue a woman with a little help from his half brother.,English,United States,1 nomination total,31480418.0,27.0,5.6,44917,movie,14.615,5.666,755,6.10816,1544.0,Chris Farley, Nicollette Sheridan, Robin Shou,13%,27/100,0,0,0,0,0,0
6772,Max,2015,PG,26 Jun 2015,Adventure,"Adventure, Drama, Family",111.0,Boaz Yakin,"Boaz Yakin, Sheldon Lettich","Thomas Haden Church, Josh Wiggins, Luke Kleintank",A military dog that helped American Marines in Afghanistan returns to the United States and is adopted by his handler's family after suffering a traumatic experience.,English,United States,1 nomination,42656255.0,47.0,6.6,28744,movie,14.614,7.152,819,7.43271,2244.0,Thomas Haden Church, Josh Wiggins, Luke Kleintank,37%,47/100,0,0,0,0,0,0
6773,Rye Lane,2023,R,31 Mar 2023,Comedy,"Comedy, Drama, Romance",82.0,Raine Allen-Miller,"Nathan Bryon, Tom Melia","David Jonsson, Vivian Oparah, Poppy Allen-Quarmby",Two youngsters reeling from bad breakups connect over an eventful day in South London.,English,United Kingdom,Nominated for 2 BAFTA 6 wins & 36 nominations total,0.0,82.0,7.2,14120,movie,14.613,7.078,192,7.35182,685.0,David Jonsson, Vivian Oparah, Poppy Allen-Quarmby,98%,82/100,0,0,0,0,0,0
6774,My Mother's Eyes,2023,PG-13,24 Nov 2023,Fantasy,"Fantasy, Horror, Sci-Fi",94.0,Takeshi Kushida,Takeshi Kushida,"Hisashi, Kosuke Hoshi, Takuma Izumi","Both Hitomi and her daughter Eri are cellists who are involved in a traffic accident, leaving Hitomi without sight and Eri paralyzed. While Hitomi wears camera-equipped contact lenses and Eri wears VR goggles, the two share one vi...",Japanese,Japan,None,0.0,,5.8,56,movie,14.611,6.0,8,3.4,5.0,Hisashi, Kosuke Hoshi, Takuma Izumi,,,0,0,0,0,0,0
6775,The Goldfinch,2019,R,13 Sep 2019,Crime,"Crime, Drama, Mystery",149.0,John Crowley,"Peter Straughan, Donna Tartt","Oakes Fegley, Ansel Elgort, Nicole Kidman","A boy in New York is taken in by a wealthy family after his mother is killed in a bombing at the Metropolitan Museum of Art. In a rush of panic, he steals 'The Goldfinch', a painting that eventually draws him into a world of crime.","English, Ukrainian, German, French",United States,3 nominations,5332621.0,40.0,6.4,27849,movie,14.611,7.159,867,6.80531,1356.0,Oakes Fegley, Ansel Elgort, Nicole Kidman,24%,40/100,0,0,0,0,0,0
6776,Hours,2013,PG-13,04 Dec 2013,Drama,"Drama, Thriller",97.0,Eric Heisserer,Eric Heisserer,"Paul Walker, Genesis Rodriguez, Nancy Nave",A father struggles to keep his infant daughter alive in the wake of Hurricane Katrina.,English,United States,1 nomination,0.0,55.0,6.3,31124,movie,14.606,6.6,741,6.59035,1306.0,Paul Walker, Genesis Rodriguez, Nancy Nave,64%,55/100,0,0,0,0,0,0
6777,Trail of the Pink Panther,1982,PG,17 Dec 1982,Comedy,"Comedy, Crime, Mystery",96.0,Blake Edwards,"Blake Edwards, Frank Waldman, Tom Waldman","Peter Sellers, David Niven, Herbert Lom",Journalist Marie Jouvet attempts to uncover the mysterious disappearance of Chief Inspector Jacques Clouseau.,English,"United Kingdom, United States",None,9056073.0,43.0,4.8,11478,movie,14.605,5.2,273,5.94676,432.0,Peter Sellers, David Niven, Herbert Lom,23%,43/100,0,0,0,0,0,0
6778,Max 2: White House Hero,2017,PG,09 May 2017,Action,"Action, Family",85.0,Brian Levant,"Steven Altiere, Sheldon Lettich, Boaz Yakin","Zane Austin, Francesca Capaldi, Lochlyn Munro","Max is assigned to the White House while Charlie, the secret service dog, is on maternity leave. He meets TJ, a 12 year old boy, who is the President's son. Due to his father's high profile, he is trying hard to fit in and lead a ...",English,United States,None,0.0,,5.2,1707,movie,14.603,7.0,93,7.05605,339.0,Zane Austin, Francesca Capaldi, Lochlyn Munro,,,0,0,0,0,0,0
6779,Duck Duck Goose,2018,PG,20 Jul 2018,Animation,"Animation, Adventure, Comedy",91.0,Christopher Jenkins,"Christopher Jenkins, Rob Muir, Scott Atkinson","Jim Gaffigan, Zendaya, Lance Lim",A bachelor goose must form a bond with two lost ducklings as they journey south.,"English, Mandarin","China, United States, United Kingdom",1 win total,0.0,,5.7,4276,movie,14.603,6.2,164,6.7582,579.0,Jim Gaffigan, Zendaya, Lance Lim,,,0,0,0,0,0,0
6780,My Brother's Wife,2005,R,21 Apr 2006,Drama,Drama,89.0,Ricardo de Montreuil,"María Eugenia Argomedo, Jaime Bayly, Nestor Garrido","Bárbara Mori, Christian Meier, Manolo Cardona","Unable to get intimate with her husband of 10 years, a woman embarks on a steamy affair with his brother.","Spanish, Hindi, Punjabi",Mexico,None,2808241.0,41.0,6.0,3565,movie,14.599,6.3,114,5.77333,75.0,Bárbara Mori, Christian Meier, Manolo Cardona,18%,41/100,0,0,0,0,0,0
6781,Strictly Confidential,2024,R,05 Apr 2024,Crime,"Crime, Drama, Mystery",94.0,Damian Hurley,Damian Hurley,"Elizabeth Hurley, Georgia Lock, Lauren McQueen","A haunted young woman finds herself drawn into a world of seduction, duplicity and betrayal as she desperately tries to uncover the mystery surrounding her best friend's suicide.",English,Saint Kitts and Nevis,None,0.0,,2.8,728,movie,14.598,6.4,20,5.20112,179.0,Elizabeth Hurley, Georgia Lock, Lauren McQueen,17%,,0,0,0,0,0,0
6782,Goodbye Monster,2022,PG,13 Aug 2022,Animation,"Animation, Adventure, Comedy",99.0,Jianming Huang,"Jianming Huang, Liang Li, Xiaoyu Wu","Cong Liu, Yi-ai Ai, Kai Wang","In order to cure Hei Ling, a terminal illness, the Kunlun healer, Bai Ze, was banished after accidentally destroying an island. Seven years later, he returns to the island to seek redemption.","Mandarin, English",China,1 win & 1 nomination,0.0,,,280,movie,14.598,6.0,11,6.56522,23.0,Cong Liu, Yi-ai Ai, Kai Wang,,,0,0,0,0,1,1
6783,Dracula: The Original Living Vampire,2022,UNRATED,28 Jan 2022,Horror,"Horror, Thriller",86.0,Maximilian Elfeldt,Michael Varrati,"Jake Herbert, Christine Prouty, India Lillie Davies",Amelia Van Helsing is on the desperate hunt for the killer responsible for a string of grisly murders targeting young women. Her prime suspect: the mysterious Count Dracula.,English,United States,None,0.0,,2.8,644,movie,14.596,5.237,97,5.45985,137.0,Jake Herbert, Christine Prouty, India Lillie Davies,,,0,0,0,0,0,0
6784,A Man Called Horse,1970,R,01 May 1970,Adventure,"Adventure, Drama, Western",114.0,Elliot Silverstein,"Jack DeWitt, Dorothy M. Johnson, Gregory Crosby","Richard Harris, Judith Anderson, Jean Gascon","In 1825, an English aristocrat is captured by Native Americans. He lives with them and begins to understand their way of life. Eventually, he is accepted as part of the tribe and aspires to become their leader.","English, Sioux, French","United States, Mexico",1 win & 2 nominations total,1941247.0,46.0,6.8,9663,movie,14.595,6.425,199,6.7165,194.0,Richard Harris, Judith Anderson, Jean Gascon,86%,46/100,0,0,0,0,1,2
6785,Cure,1997,NOT RATED,08 Jul 2001,Crime,"Crime, Horror, Mystery",111.0,Kiyoshi Kurosawa,Kiyoshi Kurosawa,"Masato Hagiwara, Kôji Yakusho, Tsuyoshi Ujiki",A frustrated detective deals with the case of several gruesome murders committed by people who have no recollection of what they've done.,"Japanese, Spanish",Japan,9 wins & 2 nominations total,0.0,70.0,7.5,27490,movie,14.594,7.5,540,7.51606,996.0,Masato Hagiwara, Kôji Yakusho, Tsuyoshi Ujiki,94%,70/100,0,0,0,0,9,2
6786,From Beijing with Love,1994,NOT RATED,14 Sep 1994,Action,"Action, Comedy, Thriller",84.0,"Stephen Chow, Lik-Chi Lee","Roman Cheung, Stephen Chow, Vincent Kok","Stephen Chow, Anita Yuen, Kar-Ying Law",A Chinese spy who's been out of service for ten years whilst making a living as a butcher is sent to Hong Kong to locate a stolen Tyrannosaurus rex skull.,"Cantonese, Mandarin, English",Hong Kong,2 nominations total,0.0,,7.1,8154,movie,14.592,6.91,178,7.05183,328.0,Stephen Chow, Anita Yuen, Kar-Ying Law,50%,,0,0,0,0,0,0
6787,"Juliet, Naked",2018,R,17 Aug 2018,Comedy,"Comedy, Drama, Music",97.0,Jesse Peretz,"Evgenia Peretz, Jim Taylor, Tamara Jenkins","Chris O'Dowd, Rose Byrne, Ethan Hawke","Annie (the long-suffering girlfriend of Duncan) has an unlikely transatlantic romance with once revered, now faded, singer-songwriter, Tucker Crowe, who also happens to be the subject of Duncan's musical obsession.",English,"United States, United Kingdom",1 win & 5 nominations,3444895.0,67.0,6.6,25238,movie,14.591,6.308,478,6.8244,1287.0,Chris O'Dowd, Rose Byrne, Ethan Hawke,82%,67/100,0,0,0,0,1,5
6788,The Haunted Palace,1963,APPROVED,22 Apr 1964,Horror,Horror,87.0,Roger Corman,"Charles Beaumont, Edgar Allan Poe, H.P. Lovecraft","Vincent Price, Debra Paget, Lon Chaney Jr.",Charles Dexter Ward arrives at a small village to visit the house he inherited from his ancestor who died there 100 years ago.,English,United States,None,2616000.0,,6.7,8891,movie,14.591,6.6,169,7.0076,263.0,Vincent Price, Debra Paget, Lon Chaney Jr.,75%,,0,0,0,0,0,0
6789,Judgment Night,1993,R,15 Oct 1993,Action,"Action, Crime, Drama",110.0,Stephen Hopkins,"Lewis Colick, Jere Cunningham","Emilio Estevez, Cuba Gooding Jr., Denis Leary","Four young friends, while taking a shortcut en route to a local boxing match, witness a brutal murder which leaves them running for their lives.",English,"United States, Japan",None,12526677.0,46.0,6.6,19322,movie,14.591,6.5,332,6.8483,501.0,Emilio Estevez, Cuba Gooding Jr., Denis Leary,38%,46/100,0,0,0,0,0,0
6790,Force of Nature,2020,R,30 Jun 2020,Action,"Action, Adventure, Crime",91.0,Michael Polish,Cory Miller,"Emile Hirsch, Mel Gibson, David Zayas",A gang of thieves plan a heist during a hurricane and encounter trouble when a cop tries to force everyone in the building to evacuate.,"English, Spanish","United States, Puerto Rico",None,0.0,29.0,4.6,13821,movie,14.59,5.2,514,5.59281,1670.0,Emile Hirsch, Mel Gibson, David Zayas,8%,29/100,0,0,0,0,0,0
6791,The Lazarus Project,2008,PG-13,24 Oct 2008,Drama,"Drama, Mystery, Thriller",100.0,John Glenn,"John Glenn, Evan Astrowsky","Paul Walker, Piper Perabo, Brooklynn Proulx",A paroled former criminal is drawn into an endeavor that puts life with his family at risk and subsequently finds himself living an inexplicable new life working at a psychiatric facility.,English,"United States, Canada, United Kingdom",None,0.0,,6.0,19547,movie,14.586,6.0,353,6.22586,611.0,Paul Walker, Piper Perabo, Brooklynn Proulx,60%,,0,0,0,0,0,0
6792,The Volunteers: To the War,2023,PG-13,28 Sep 2023,Drama,"Drama, History, War",141.0,Kaige Chen,Ke Zhang,"Guoqiang Tang, Yanhui Wang, Jin Liu","In order to commemorate the 70th anniversary of the victory of the War to Resist US Aggression and Aid Korea, the ""Volunteers"" trilogy will show the battle for the founding of New (Communist) China in a panoramic and multi-dimensi...","Chinese, Korean, Japanese, English, Russian",China,14 wins & 26 nominations,0.0,,5.6,342,movie,14.582,6.2,14,6.09091,33.0,Guoqiang Tang, Yanhui Wang, Jin Liu,,,0,0,0,0,14,26
6793,The Woman in the Window,2021,R,14 May 2021,Crime,"Crime, Drama, Mystery",100.0,Joe Wright,"Tracy Letts, A.J. Finn","Amy Adams, Gary Oldman, Anthony Mackie","An agoraphobic woman living alone in New York begins spying on her new neighbors, only to witness a disturbing act of violence.",English,United States,8 nominations,0.0,41.0,5.7,85095,movie,14.582,6.017,1944,6.12074,4141.0,Amy Adams, Gary Oldman, Anthony Mackie,25%,41/100,0,0,0,0,0,0
6794,XXY,2007,NOT RATED,02 May 2008,Drama,"Drama, Romance",86.0,Lucía Puenzo,"Lucía Puenzo, Sergio Bizzio","Ricardo Darín, Valeria Bertuccelli, Germán Palacios","The story of an intersex fifteen-year-old. She lives with her parents, who have to cope with the challenges of her medical condition.",Spanish,"Argentina, Spain, France",33 wins & 18 nominations,48334.0,67.0,7.0,15075,movie,14.582,6.857,294,7.07941,340.0,Ricardo Darín, Valeria Bertuccelli, Germán Palacios,83%,67/100,0,0,0,0,33,18
6795,Children of the Sea,2019,NOT RATED,05 Dec 2019,Animation,"Animation, Adventure, Fantasy",111.0,Ayumu Watanabe,"Daisuke Igarashi, Hanasaki Kino","Mana Ashida, Hiiro Ishibashi, Seishû Uragami","A young girl is drawn into a mystery involving sealife around the world, in which two mysterious boys are somehow involved.",Japanese,"Japan, China, Hong Kong",1 win & 1 nomination,81237.0,74.0,6.5,3895,movie,14.579,7.093,305,6.69143,350.0,Mana Ashida, Hiiro Ishibashi, Seishû Uragami,62%,74/100,0,0,0,0,1,1
6796,Luck-Key,2016,PG-13,21 Oct 2016,Action,"Action, Comedy, Crime",112.0,Kae-Byeok Lee,"Yoon-Mi Jang, Kenji Uchida","Yoo Hae-jin, Lee Joon, Jo Yun-hie",A hapless loser assumes the identity of an amnesia victim without knowing that he is an assassin.,Korean,South Korea,4 wins & 2 nominations,466505.0,,6.9,3270,movie,14.578,7.1,129,7.2125,160.0,Yoo Hae-jin, Lee Joon, Jo Yun-hie,,,0,0,0,0,4,2
6797,The East,2013,PG-13,28 Jun 2013,Adventure,"Adventure, Crime, Drama",116.0,Zal Batmanglij,"Zal Batmanglij, Brit Marling","Brit Marling, Alexander Skarsgård, Elliot Page",An operative for an elite private intelligence firm finds her priorities changing dramatically after she is tasked with infiltrating an anarchist group known for executing covert attacks upon major corporations.,"English, American Sign ","United Kingdom, United States",1 win & 7 nominations,2301839.0,68.0,6.8,52828,movie,14.577,6.55,772,6.91942,1787.0,Brit Marling, Alexander Skarsgård, Elliot Page,77%,68/100,0,0,0,0,1,7
6798,The Beguiled,2017,R,30 Jun 2017,Drama,"Drama, History, Thriller",93.0,Sofia Coppola,"Sofia Coppola, Thomas Cullinan, Albert Maltz","Nicole Kidman, Kirsten Dunst, Elle Fanning",The unexpected arrival of a wounded Union soldier at a girls school in Virginia during the American Civil War leads to jealousy and betrayal.,"English, French",United States,5 wins & 26 nominations total,10709995.0,77.0,6.3,64183,movie,14.576,5.915,2143,6.33434,3299.0,Nicole Kidman, Kirsten Dunst, Elle Fanning,79%,77/100,0,0,0,0,5,26
